兴港和昌湖畔云栖,22000
乐富强双湖湾,18000
祥源庐源上城,26689
伟星玖樾台,22000
佳源阅庐璟园,16712
新锦成拾光云锦,18000
信达庐阳府8号公馆,8000
世纪中心商铺,25000
世纪中心写字楼,11000
东怡中心,11000
北辰旭辉中心,12000
合景映月湾,26603
学林雅苑,22108
半岛公馆,16021
信达庐阳府,15000
合肥唐宁府,22000
中国铁建国际城,25625
皖投天下名筑,20722
水源墅,12474
海亮兰郡,27130
大富绿洲,20805
海亮红玺台,25280
海亮兰郡别墅,27491
金宏豪庭,24006
碧水兰庭,15518
望城公馆,20947
宝宸时代花园,16901
汇景公寓,25646
学院里,26979
华润橡树湾九余三,26393
工投创智天地,14196
金丰广场,22166
徽盐安徽中心,19958
和昌都汇华郡商铺,14030
海棠别院,24006
融创长江壹号,22739
上坤海棠四季,21000
阅庐春晓,16500
华地森林湖,20736
和顺叶语溪,26590
瑞阳公馆,15983
恒兴金都华庭,22030
华润橡树湾,26566
和昌都汇华郡,14527
国强幸福彼岸,12818
城改美景人家,19652
文一名门华府,20860
国能首府九号,19287
翰林龙府,19919
明发商业广场,26294
合作经济广场,21076
阳光尚景苑,19822
柏景雅筑第2期,25673
北环阳光,20496
绿地派克公馆,26354
北沙银座,16385
上城国际·百合苑,20875
栢景湾书香阁,25737
祥源上城国际名座,22433
朗峰,27262
鼎鑫中心,13000
万科中心,26979
正奇金融广场,26479
宝宸时代商铺,17169
祥生庐州云境,30000
万兴林里间,19402
佳源誉和湾,14000
文一泰禾合肥院子,26450
碧桂园时代倾城,18850
江山庐州印,21000
国贸景成,27119
庐州公馆,27259
铂悦庐州府,22100
合景庐月湾,19500
力高共和城,13230
世纪中心住宅,16500
京祥名都,13405
跨界A+LOFT,26097
金科庐州樾,20224
文一泊心湾,16800
融侨悦城,16951
祥源广场,26007
恒盛皇家花园,19097
润地星城,13571
蓝筹国际,22987
文一名门湖畔,26476
旺角香水岸,26926
北辰天都,13230
富世广场,19829
祥源公馆,25844
上城国际,20947
长安天玺,25646
庐阳柳林苑,27259
瑞龙公馆,22261
融侨观邸,19822
瑞地公馆,26222
华侨广场,19721
庐阳瑞园,26297
金域蓝湾,22482
云顶雅苑,17195
国光万豪广场,20878
中辰创富工坊,16782
金龙国际,26669
徽盐庐州茂,19958
海亮香滨街,27345
杏花国际广场,14555
上城国际·名座,15586
