新华星耀学府,17700
新华都汇中心,14997
伟星都荟之门,22635
龙湖怡康湖城大境,17000
高速时代书院,17000
金隅中交山湖云筑,24753
旭辉望江来,18088
立基公馆,13000
伟星印湖山,23740
通和星辰同辉,18000
创霖锦程澜湾,17500
通和融创融耀星辰,18100
文一云湖轩,23999
华地金融中心,15000
金隅南七芯,14000
通和融创融耀星辰乐融荟,40000
云栖麓,17298
徽创君泊,17000
金大地山语四季,22436
保利堂悦,23000
奥园城央壹品,23211
中国铁建清溪国际璟园,28365
吉品荟国际公馆,20000
龙湖文德璟宸天著,10000
CBC拓基广场,7500
幸福金色湖畔鑫街,25606
沃野花园,22368
国祯广场,29127
航空新城,21372
禹洲平湖秋月,21856
中翰名庭,28551
原溪贝乐城状元第公寓,29049
华地学府名都,24948
港汇广场,25951
博澳丽苑,26982
蓝光·禹洲城,28883
华地公馆,25611
中央美域,28779
华润幸福里,24038
丰盛华庭,23694
繁华里•小时代,28778
长城天一家园,28269
黎阳嘉苑,27253
盛景大厦,26059
城改盛景国际,25677
合肥奥园城市天地商铺,22508
国祯广场庐西门,29127
华冶金石广场,23382
福斯中心,26193
丰盛华庭商铺,28206
方远文璟花园,17298
中海世家,520
丽丰璞羽山,18500
中国铁建清溪国际樾园,27307
伟星国宾台,22500
大富鸿学府,24082
西湖世纪金源购物广场,24319
金隅南七里,19795
合肥奥园城市天地,22508
安粮城市广场,23755
鼎元别院,28749
华邦光明世家,26055
金大地1912,27377
新华国际广场,25684
信达西山银杏·芒果公寓,25676
华邦蜀山里,22753
公园道1号,28084
印象西湖,24319
松芝万象城,29118
加侨悦山国际,22198
金徽阳光100,23694
庐阳佳苑,28750
大唐国际商务公寓,24716
福乐门国际广场,27124
领势公馆,26233
大富鸿墅,23359
海亮熙园,29078
新华学府银座,25490
大唐银座公馆,25643
香樟雅苑,24751
太阳湾养生公馆,27804
中通凤凰城,16839
公园道1号十里金街,28469
西城时代,28551
观山隐秀,25031
佳源花海印象,21872
龙湖天境,19500
京冠悦荣府,12000
龙湖丽丰西宸原著,23870
中国铁建青秀城,28685
天玥中心,28946
百协大溪地,28388
求实领势学府,28543
华润桃源里,24920
长江8号,23139
拓基蘭宫墅,28499
琥珀蜀熙府,18000
汉嘉都市森林,28853
御安西苑,28506
万科金色名郡,24440
辰龙紫荆广场,28192
华邦繁华里,29267
建业领翔,25452
通和易居同辉,25285
万科金域华府,27260
瑞升自由舱,23755
新都万象新天,23155
众力登云庭,26641
海雨尊寓,26330
金水黄金广场,23520
万联春晓翠庭,28717
新华学府春天,24883
西湖国际广场,24528
华润五彩国际,24038
中升融智城,21986
万科金域国际,27229
加侨悦山国际商铺,23267
天玥中心商铺,28923
安粮城市广场,23755
鼎元别院,28749
华邦光明世家,26055
金大地1912,27377
新华国际广场,25684
信达西山银杏·芒果公寓,25676
华邦蜀山里,22753
公园道1号,28084
印象西湖,24319
松芝万象城,29118
加侨悦山国际,22198
金徽阳光100,23694
庐阳佳苑,28750
大唐国际商务公寓,24716
福乐门国际广场,27124
领势公馆,26233
大富鸿墅,23359
海亮熙园,29078
新华学府银座,25490
大唐银座公馆,25643
香樟雅苑,24751
太阳湾养生公馆,27804
中通凤凰城,16839
公园道1号十里金街,28469
西城时代,28551
观山隐秀,25031
佳源花海印象,21872
龙湖天境,19500
京冠悦荣府,12000
龙湖丽丰西宸原著,23870
中国铁建青秀城,28685
天玥中心,28946
百协大溪地,28388
求实领势学府,28543
华润桃源里,24920
长江8号,23139
拓基蘭宫墅,28499
琥珀蜀熙府,18000
汉嘉都市森林,28853
御安西苑,28506
万科金色名郡,24440
辰龙紫荆广场,28192
华邦繁华里,29267
建业领翔,25452
通和易居同辉,25285
万科金域华府,27260
瑞升自由舱,23755
新都万象新天,23155
众力登云庭,26641
海雨尊寓,26330
金水黄金广场,23520
万联春晓翠庭,28717
新华学府春天,24883
西湖国际广场,24528
华润五彩国际,24038
中升融智城,21986
万科金域国际,27229
加侨悦山国际商铺,23267
天玥中心商铺,28923
